0.016422033,0.00974026,0.052598,0.022727273,0.01777792,0.012987013,0.045501947,0.003246753,200,0.018181818,0.016883117,0.02012987,0.021428571
0.025207043,0.012987013,0.229909182,0.035714286,0.025670767,0.012987013,0.203683138,0.019480519,400,0.017316017,0.018831169,0.022077922,0.022727273
0.033814192,0.012987013,0.935244799,0.042207792,0.033757925,0.012987013,0.817736387,0.019480519,600,0.017316017,0.026623377,0.024025974,0.028571429
0.042062283,0.012987013,1.765866041,0.042207792,0.042340755,0.012987013,1.577925205,0.019480519,800,0.019480519,0.027272727,0.025324675,0.033766234
0.050113201,0.012987013,2.576665878,0.042207792,0.05033493,0.012987013,2.332140207,0.025974026,1000,0.02056277,0.028571429,0.026623377,0.033766234
0.058083296,0.012987013,3.394799948,0.042207792,0.058369875,0.012987013,3.081201315,0.025974026,1200,0.02056277,0.032467532,0.026623377,0.035714286
0.066313982,0.012987013,4.256847858,0.042207792,0.066390038,0.012987013,3.827301264,0.032467532,1400,0.02056277,0.037662338,0.026623377,0.038961039
0.07430315,0.019480519,5.147505045,0.045454545,0.074024916,0.012987013,4.579198122,0.032467532,1600,0.02056277,0.037662338,0.028571429,0.042207792
0.08236289,0.019480519,6.026770115,0.045454545,0.081872702,0.012987013,5.423215151,0.048701299,1800,0.023809524,0.03961039,0.028571429,0.047402597
0.090300083,0.019480519,6.8933568,0.048701299,0.089782953,0.012987013,6.262137175,0.048701299,2000,0.028138528,0.042207792,0.028571429,0.047402597
0.098186016,0.019480519,7.735614061,0.048701299,0.098163843,0.012987013,7.167965174,0.048701299,2200,0.028138528,0.044805195,0.028571429,0.050649351
0.105999947,0.019480519,8.568825006,0.055194805,0.106926918,0.012987013,7.951706171,0.064935065,2400,0.028138528,0.046103896,0.032467532,0.052597403
0.113901138,0.019480519,9.397789955,0.055194805,0.115509987,0.012987013,8.763916016,0.064935065,2600,0.028138528,0.046103896,0.032467532,0.053246753
0.122694016,0.019480519,10.21168303,0.055194805,0.124003887,0.012987013,9.585586309,0.074675325,2800,0.028138528,0.048051948,0.032467532,0.054545455
0.131044149,0.019480519,11.04125404,0.055194805,0.132764816,0.012987013,10.36999416,0.077922078,3000,0.028138528,0.049350649,0.032467532,0.057792208
0.139329195,0.019480519,11.90184307,0.055194805,0.141679049,0.012987013,11.19314003,0.087662338,3200,0.028138528,0.051948052,0.032467532,0.062987013
0.149747133,0.019480519,12.826267,0.055194805,0.150148869,0.012987013,12.02336621,0.087662338,3400,0.028138528,0.053246753,0.032467532,0.065584416
0.158757925,0.019480519,13.74650192,0.058441558,0.158434868,0.012987013,12.85588717,0.090909091,3600,0.028138528,0.053896104,0.032467532,0.065584416
0.168080091,0.019480519,14.72847009,0.058441558,0.166826963,0.012987013,13.64439917,0.090909091,3800,0.029220779,0.055194805,0.032467532,0.066883117
0.177644253,0.019480519,15.63015795,0.058441558,0.175392866,0.012987013,14.5351963,0.090909091,4000,0.029220779,0.057142857,0.032467532,0.068181818
0.186735868,0.019480519,16.61453199,0.058441558,0.184580088,0.012987013,15.39706922,0.090909091,4200,0.029220779,0.057792208,0.032467532,0.068831169
0.195972204,0.019480519,17.58956409,0.058441558,0.192911863,0.012987013,16.24065614,0.094155844,4400,0.029220779,0.059090909,0.032467532,0.069480519
0.204936981,0.019480519,18.519274,0.061688312,0.201243877,0.012987013,17.1426971,0.097402597,4600,0.029220779,0.062337662,0.032467532,0.074025974
0.214092255,0.019480519,19.46594691,0.061688312,0.20959878,0.012987013,17.96597409,0.097402597,4800,0.029220779,0.062987013,0.033766234,0.075324675
0.223417997,0.019480519,20.43443203,0.064935065,0.218073845,0.012987013,18.80465221,0.097402597,5000,0.032467532,0.062987013,0.033766234,0.077922078
0.232410908,0.019480519,21.40731311,0.068181818,0.226333857,0.012987013,19.65815234,0.097402597,5200,0.032467532,0.063636364,0.033766234,0.07987013
0.241660118,0.019480519,22.39493704,0.068181818,0.234918833,0.012987013,20.4880991,0.097402597,5400,0.032467532,0.063636364,0.033766234,0.083116883
0.250988245,0.019480519,23.30937195,0.068181818,0.24509573,0.012987013,21.39981818,0.107142857,5600,0.032467532,0.064285714,0.033766234,0.083766234
0.25979495,0.019480519,24.14800501,0.068181818,0.256140947,0.012987013,22.27955937,0.107142857,5800,0.032467532,0.066233766,0.037012987,0.086363636
0.269420147,0.019480519,25.12480998,0.068181818,0.26551795,0.012987013,23.11928821,0.107142857,6000,0.032467532,0.067532468,0.037012987,0.088311688
0.278143167,0.022727273,25.98081398,0.068181818,0.274238825,0.012987013,23.97564006,0.107142857,6200,0.032467532,0.067532468,0.037012987,0.088311688
